date,units_sold,unit_price,cost,daily_revenue,product_type,style,customer_segment,channel,ad_spend
2023-03-13 00:00:00,17,23.2,9.78,394.4,Shirt,Casual,Budget,Online,89.47
2024-08-05 00:00:00,10,47.04,25.59,470.4,Shirt,Sport,Mid,In-store,22
2024-10-09 00:00:00,1,114.62,89.88,114.62,Jacket,Casual,Budget,Online,7.79
2024-03-03 00:00:00,4,122.21,58.34,488.84,Pants,Sport,Budget,In-store,61.47
2023-07-07 00:00:00,9,22.95,15.01,206.55,Shirt,Casual,Mid,In-store,10.2
2023-09-11 00:00:00,4,34.53,22.92,138.12,Shirt,Formal,Premium,In-store,10.14
2024-07-22 00:00:00,8,72.21,48.65,577.68,Shirt,Sport,Premium,Online,41.32
2023-10-04 00:00:00,12,62.92,47.29,755.04,Pants,Casual,Mid,Online,54.37
2023-04-09 00:00:00,8,45.36,30.39,362.88,Shirt,Formal,Premium,In-store,37.71
2023-07-28 00:00:00,7,148.02,116.52,1036.14,Pants,Formal,Budget,In-store,22.26
2023-07-20 00:00:00,1,77.97,39.75,77.97,Dress,Sport,Premium,In-store,32.54
2023-11-26 00:00:00,14,127.88,84.95,1790.32,Dress,Formal,Budget,In-store,28.57
2023-11-07 00:00:00,17,105.96,71.72,1801.32,Shirt,Sport,Mid,In-store,63.14
2023-07-31 00:00:00,7,102.18,85.53,715.26,Jacket,Casual,Mid,In-store,17.6
2023-03-19 00:00:00,5,143.72,92.94,718.6,Shirt,Casual,Mid,In-store,57.83
2024-03-14 00:00:00,11,146.66,94.06,1613.26,Dress,Sport,Premium,Online,87.89
2023-05-10 00:00:00,13,127.23,106.08,1653.99,Jacket,Sport,Budget,In-store,63.08
2024-03-13 00:00:00,20,113.06,51.65,2261.2,Shirt,Formal,Mid,In-store,91.43
2024-02-08 00:00:00,2,79.22,56.53,158.44,Pants,Formal,Budget,In-store,7.07
2024-02-16 00:00:00,3,56.3,44.17,168.9,Jacket,Formal,Budget,In-store,64.52
2024-07-23 00:00:00,15,103.94,53.37,1559.1,Jacket,Casual,Budget,Online,76.04
2023-12-31 00:00:00,15,125.07,96.22,1876.05,Pants,Casual,Budget,Online,90.94
2023-08-16 00:00:00,12,16.83,9.24,201.96,Shirt,Formal,Premium,Online,70.85
2023-03-01 00:00:00,2,55.59,29.05,111.18,Pants,Casual,Premium,Online,69.09
2023-08-31 00:00:00,5,65.63,44.61,328.15,Shirt,Formal,Budget,In-store,33.26
2023-03-12 00:00:00,12,52.45,30.59,629.4,Pants,Formal,Budget,Online,16.21
2023-09-22 00:00:00,11,111.9,86.27,1230.9,Dress,Sport,Premium,Online,96.19
2023-08-02 00:00:00,4,72.77,53.29,291.08,Jacket,Formal,Mid,Online,38.71
2024-03-18 00:00:00,17,10.86,5.59,184.62,Jacket,Sport,Premium,Online,65.09
2023-05-30 00:00:00,19,24.31,12.96,461.89,Dress,Formal,Budget,In-store,35.42
2024-05-30 00:00:00,3,34.57,14.89,103.71,Jacket,Sport,Budget,In-store,8.98
2024-06-01 00:00:00,18,18.69,13,336.42,Jacket,Sport,Mid,In-store,22.98
2023-11-12 00:00:00,13,67.91,33.29,882.83,Shirt,Casual,Premium,Online,26.46
2024-05-08 00:00:00,1,119.13,52.94,119.13,Shirt,Sport,Budget,In-store,38.02
2023-12-21 00:00:00,3,75.98,44.02,227.94,Jacket,Casual,Budget,Online,70.91
2023-02-10 00:00:00,4,86.48,62.19,345.92,Shirt,Sport,Budget,In-store,70.26
2023-02-03 00:00:00,8,102.35,75.01,818.8,Jacket,Casual,Mid,In-store,35.15
2023-08-16 00:00:00,6,78.03,64.95,468.18,Shirt,Sport,Premium,Online,15.87
2023-01-31 00:00:00,17,141.81,61.62,2410.77,Jacket,Casual,Mid,In-store,28.49
2024-02-26 00:00:00,8,44.08,21.25,352.64,Dress,Casual,Budget,In-store,32.11
2023-01-23 00:00:00,6,83.03,42.35,498.18,Shirt,Casual,Premium,In-store,98.2
2023-11-01 00:00:00,18,80.44,53.48,1447.92,Dress,Sport,Budget,In-store,84.44
2024-02-24 00:00:00,5,146.34,83.63,731.7,Jacket,Formal,Mid,In-store,92.09
2023-11-17 00:00:00,17,6,3.41,102,Pants,Sport,Budget,Online,77.37
2024-09-15 00:00:00,14,7.61,5.9,106.54,Dress,Sport,Budget,In-store,98.87
2024-07-21 00:00:00,15,143.89,81.6,2158.35,Jacket,Formal,Premium,Online,5.33
2023-01-27 00:00:00,19,58.31,33.19,1107.89,Pants,Formal,Budget,Online,85.7
2023-10-29 00:00:00,8,131.54,102.44,1052.32,Dress,Casual,Premium,In-store,94.68
2024-04-27 00:00:00,20,121.24,87.8,2424.8,Dress,Sport,Mid,In-store,86.15
2024-08-06 00:00:00,17,72.13,34.81,1226.21,Jacket,Formal,Premium,In-store,57.56
2024-07-20 00:00:00,18,71.5,35.62,1287,Dress,Formal,Mid,In-store,69.1
2024-08-12 00:00:00,18,104.79,60.78,1886.22,Pants,Casual,Budget,In-store,25.27
2023-04-17 00:00:00,20,92.27,40.56,1845.4,Pants,Sport,Premium,In-store,99.02
2024-11-03 00:00:00,9,58.72,44.62,528.48,Shirt,Casual,Mid,In-store,85.06
2024-11-27 00:00:00,14,116.83,66.65,1635.62,Shirt,Casual,Mid,In-store,97.31
2024-03-03 00:00:00,4,80.97,35.26,323.88,Shirt,Sport,Premium,In-store,27.43
2024-06-10 00:00:00,19,19.05,15.74,361.95,Jacket,Formal,Budget,In-store,34.57
2023-05-02 00:00:00,4,93.88,57.11,375.52,Dress,Casual,Premium,In-store,7.02
2023-08-30 00:00:00,16,76.89,49.69,1230.24,Jacket,Casual,Budget,In-store,52.88
2023-02-02 00:00:00,11,140.14,112.92,1541.54,Dress,Sport,Mid,In-store,58.58
2023-04-04 00:00:00,4,43.48,27.13,173.92,Shirt,Formal,Premium,Online,81.13
2024-08-09 00:00:00,6,102.63,69.11,615.78,Jacket,Sport,Premium,Online,37.42
2024-04-23 00:00:00,5,116.79,83.73,583.95,Dress,Casual,Premium,Online,52.35
2024-02-27 00:00:00,9,12.89,5.61,116.01,Shirt,Sport,Budget,In-store,8.25
2024-06-14 00:00:00,13,138.54,101.73,1801.02,Shirt,Casual,Premium,Online,61.09
2024-06-04 00:00:00,6,23.77,13.77,142.62,Pants,Formal,Premium,Online,54.54
2023-01-13 00:00:00,1,6.54,5.32,6.54,Pants,Formal,Premium,Online,95.63
2023-03-28 00:00:00,18,140.09,117.95,2521.62,Jacket,Sport,Mid,In-store,17.33
2023-03-31 00:00:00,3,142.17,108.76,426.51,Shirt,Casual,Budget,Online,68.34
2023-05-02 00:00:00,6,64.77,48.95,388.62,Jacket,Sport,Mid,Online,40.18
2024-08-24 00:00:00,15,34.39,25.65,515.85,Dress,Sport,Premium,In-store,25.97
2024-12-07 00:00:00,10,142.22,95.6,1422.2,Dress,Sport,Premium,In-store,26.9
2024-08-13 00:00:00,13,72.74,36.1,945.62,Shirt,Sport,Budget,Online,53.3
2023-03-03 00:00:00,4,84.39,42.01,337.56,Jacket,Formal,Budget,Online,13.4
2023-08-19 00:00:00,20,72.23,41.99,1444.6,Jacket,Casual,Budget,Online,95.25
2023-10-21 00:00:00,4,75.87,39.03,303.48,Pants,Formal,Mid,In-store,29.19
2024-09-08 00:00:00,18,10,6.92,180,Dress,Casual,Mid,In-store,85.41
2023-06-18 00:00:00,13,23.41,11.33,304.33,Dress,Formal,Budget,Online,55.29
2023-11-27 00:00:00,10,145.49,116.66,1454.9,Jacket,Casual,Premium,Online,13.31
2024-10-19 00:00:00,1,20.74,16.97,20.74,Dress,Formal,Premium,Online,26.77
2023-03-28 00:00:00,13,118.5,69.52,1540.5,Pants,Formal,Budget,In-store,50.3
2023-03-14 00:00:00,1,33.46,16.87,33.46,Jacket,Formal,Mid,Online,31.54
2023-03-11 00:00:00,18,94.58,72.89,1702.44,Shirt,Sport,Mid,In-store,59.49
2024-04-20 00:00:00,17,19.48,11.24,331.16,Dress,Casual,Mid,In-store,75.54
2023-01-30 00:00:00,3,65.48,51.07,196.44,Pants,Formal,Mid,In-store,27.29
2023-11-18 00:00:00,16,110.07,89.13,1761.12,Pants,Sport,Premium,Online,86.67
2023-09-14 00:00:00,6,144.02,73.39,864.12,Jacket,Formal,Budget,In-store,88.67
2023-02-03 00:00:00,7,121.81,103.48,852.67,Jacket,Formal,Budget,Online,42.57
2024-11-14 00:00:00,14,11.74,9.92,164.36,Pants,Sport,Budget,Online,35.23
2024-12-25 00:00:00,8,64.59,38.11,516.72,Pants,Formal,Budget,Online,8.63
2023-08-24 00:00:00,5,64.03,40.92,320.15,Pants,Formal,Premium,In-store,57.93
2024-05-29 00:00:00,7,6.11,3.22,42.77,Dress,Sport,Budget,Online,23.22
2024-02-29 00:00:00,20,92.78,66.32,1855.6,Dress,Sport,Mid,Online,15.14
2023-10-17 00:00:00,18,12.24,6.27,220.32,Shirt,Casual,Premium,Online,12.9
2023-04-17 00:00:00,2,26.76,19.06,53.52,Dress,Casual,Budget,In-store,95.13
2024-08-04 00:00:00,15,77.32,57.11,1159.8,Jacket,Casual,Premium,Online,28.57
2024-05-17 00:00:00,14,28.03,11.76,392.42,Dress,Sport,Mid,Online,41.58
2023-09-29 00:00:00,12,131.47,68.33,1577.64,Jacket,Casual,Budget,Online,66.09
2024-05-06 00:00:00,1,18.29,7.8,18.29,Pants,Formal,Budget,In-store,45.35
2023-05-21 00:00:00,12,131.67,57.65,1580.04,Jacket,Formal,Budget,Online,41.7
2024-05-28 00:00:00,10,14.75,9.21,147.5,Shirt,Sport,Premium,Online,13.68
2024-12-26 00:00:00,3,142.47,106.19,427.41,Shirt,Casual,Premium,Online,80.51
2023-11-18 00:00:00,20,85.59,68.43,1711.8,Jacket,Sport,Budget,In-store,41.3
2023-12-12 00:00:00,18,105.54,82.65,1899.72,Jacket,Sport,Mid,In-store,50.55
2023-03-01 00:00:00,14,86.58,48.39,1212.12,Shirt,Formal,Budget,In-store,34
2024-05-17 00:00:00,14,110.31,71.86,1544.34,Jacket,Formal,Mid,In-store,76.57
2024-02-20 00:00:00,3,137.48,105.45,412.44,Shirt,Formal,Mid,In-store,44.87
2023-01-17 00:00:00,2,111.31,74.13,222.62,Dress,Sport,Budget,Online,18.51
2024-06-09 00:00:00,16,73.15,54.73,1170.4,Shirt,Casual,Mid,Online,83.23
2024-04-15 00:00:00,20,84.2,47.57,1684,Jacket,Formal,Budget,In-store,85.24
2024-02-19 00:00:00,20,32.56,19.99,651.2,Pants,Sport,Premium,Online,21.39
2024-05-16 00:00:00,3,87.08,50.02,261.24,Dress,Formal,Premium,In-store,98.79
2023-10-13 00:00:00,9,73.83,49.85,664.47,Jacket,Formal,Budget,Online,46.68
2024-12-16 00:00:00,6,11.79,5.09,70.74,Pants,Formal,Premium,In-store,88.76
2023-12-27 00:00:00,3,131.14,55.82,393.42,Shirt,Sport,Mid,Online,92.92
2023-05-09 00:00:00,6,30.62,23.14,183.72,Dress,Sport,Premium,Online,95.19
2024-05-20 00:00:00,19,91.57,50.09,1739.83,Pants,Formal,Premium,Online,44.52
2024-10-15 00:00:00,13,91.91,48,1194.83,Dress,Sport,Mid,In-store,95.27
2024-05-16 00:00:00,2,109.34,76.2,218.68,Dress,Casual,Budget,In-store,94.53
2023-12-24 00:00:00,3,117.35,56.33,352.05,Dress,Casual,Budget,Online,18.31
2024-07-15 00:00:00,19,36.14,23.92,686.66,Jacket,Formal,Mid,In-store,95.68
2023-08-27 00:00:00,1,112.51,84.73,112.51,Pants,Formal,Budget,Online,70.69
2023-05-12 00:00:00,3,102.22,75.28,306.66,Pants,Casual,Budget,In-store,96.19
2023-08-03 00:00:00,19,65.96,29.84,1253.24,Pants,Formal,Premium,Online,98.06
2024-09-10 00:00:00,13,57.41,43.17,746.33,Jacket,Sport,Mid,Online,76
2024-08-01 00:00:00,12,25.05,13.4,300.6,Dress,Casual,Budget,Online,42.62
2024-10-12 00:00:00,5,59.43,38.27,297.15,Pants,Casual,Mid,In-store,7.47
2023-03-08 00:00:00,11,65.55,40.99,721.05,Shirt,Sport,Mid,In-store,68.53
2024-09-15 00:00:00,1,81.52,33.83,81.52,Jacket,Sport,Budget,Online,53
2023-07-17 00:00:00,6,77,64.19,462,Dress,Sport,Budget,In-store,71.31
2023-05-10 00:00:00,13,23.98,13.57,311.74,Shirt,Sport,Mid,In-store,6.72
2024-01-26 00:00:00,4,34.51,25.22,138.04,Jacket,Casual,Budget,Online,36.53
2024-04-18 00:00:00,20,9.74,7.03,194.8,Shirt,Casual,Mid,Online,72.69
2024-07-01 00:00:00,15,146.01,64.14,2190.15,Pants,Casual,Budget,Online,34.53
2023-03-29 00:00:00,3,108.9,83.32,326.7,Shirt,Casual,Mid,In-store,64.34
2023-07-25 00:00:00,18,146.91,61.26,2644.38,Dress,Casual,Premium,Online,27.9
2023-07-06 00:00:00,8,64.63,54.14,517.04,Dress,Formal,Budget,In-store,75.13
2024-04-12 00:00:00,4,92.74,75.42,370.96,Pants,Sport,Premium,Online,54.64
2024-03-29 00:00:00,19,78.44,55.02,1490.36,Shirt,Casual,Mid,In-store,10.38
2023-09-19 00:00:00,18,73.18,42.43,1317.24,Shirt,Formal,Mid,Online,72.6
2024-03-27 00:00:00,12,121.56,73.53,1458.72,Jacket,Formal,Premium,Online,65.74
2023-06-15 00:00:00,17,20.9,8.88,355.3,Pants,Formal,Premium,In-store,42.17
2024-08-17 00:00:00,17,48.66,21.64,827.22,Jacket,Formal,Mid,In-store,67.26
2024-05-06 00:00:00,14,41.4,29.13,579.6,Jacket,Formal,Budget,In-store,64.81
2023-07-15 00:00:00,3,110.44,83.42,331.32,Shirt,Formal,Budget,Online,66.45
2024-03-03 00:00:00,6,99.09,59.02,594.54,Shirt,Formal,Premium,Online,25.47
2024-11-17 00:00:00,3,91.42,54.91,274.26,Shirt,Formal,Premium,Online,68.52
2024-04-27 00:00:00,4,138.74,56.4,554.96,Shirt,Formal,Budget,Online,26.65
2024-08-02 00:00:00,13,129.58,74.04,1684.54,Dress,Formal,Premium,Online,80.1
2024-10-24 00:00:00,6,32.02,23.52,192.12,Dress,Sport,Premium,In-store,49.99
2024-09-24 00:00:00,9,5.72,2.99,51.48,Jacket,Casual,Budget,In-store,81.1
2023-07-01 00:00:00,9,10.88,7.9,97.92,Pants,Formal,Premium,Online,60.54
2023-07-28 00:00:00,13,136.9,68.37,1779.7,Pants,Casual,Mid,Online,89.16
2023-02-10 00:00:00,12,45.58,26.82,546.96,Jacket,Formal,Budget,In-store,66.72
2024-05-19 00:00:00,17,26.71,21.91,454.07,Shirt,Formal,Premium,In-store,52.23
2023-07-08 00:00:00,18,81.96,32.8,1475.28,Pants,Casual,Budget,Online,96.25
2023-05-01 00:00:00,12,88.81,52.28,1065.72,Shirt,Casual,Premium,In-store,63.94
2024-03-10 00:00:00,12,143.52,76.66,1722.24,Jacket,Formal,Premium,In-store,53.77
2024-11-23 00:00:00,6,122.97,52.82,737.82,Jacket,Formal,Mid,In-store,77.99
2023-04-16 00:00:00,4,73.19,51.34,292.76,Pants,Casual,Premium,Online,24.55
2023-12-04 00:00:00,15,138.66,92.07,2079.9,Dress,Casual,Premium,In-store,10.44
2023-03-01 00:00:00,14,50.77,31.68,710.78,Jacket,Formal,Premium,In-store,20.81
2023-11-09 00:00:00,4,52.92,31.55,211.68,Pants,Formal,Budget,In-store,28.98
2024-04-07 00:00:00,2,127.94,69.11,255.88,Jacket,Formal,Mid,Online,40.74
2023-04-05 00:00:00,4,82.77,69.63,331.08,Pants,Formal,Budget,In-store,99.77
2024-03-02 00:00:00,16,66.14,32.96,1058.24,Shirt,Casual,Mid,In-store,88.47
2024-11-01 00:00:00,6,15.34,8.9,92.04,Shirt,Formal,Premium,Online,8.15
2023-03-15 00:00:00,5,75.11,32.09,375.55,Pants,Sport,Mid,Online,74.52
2024-04-04 00:00:00,18,68.74,57.51,1237.32,Jacket,Sport,Budget,Online,34.59
2023-04-24 00:00:00,8,31.39,25.67,251.12,Pants,Casual,Premium,In-store,97.8
2023-09-12 00:00:00,15,26.92,16.01,403.8,Pants,Formal,Budget,In-store,48.55
2023-04-10 00:00:00,16,18.64,12.93,298.24,Dress,Formal,Mid,In-store,79.04
2023-06-30 00:00:00,12,9.05,4.57,108.6,Pants,Sport,Budget,In-store,52.23
2023-10-10 00:00:00,13,52.77,43.36,686.01,Pants,Formal,Mid,Online,35.91
2024-06-17 00:00:00,15,102.87,63.19,1543.05,Shirt,Formal,Premium,In-store,9.23
2024-10-04 00:00:00,19,92.54,64.33,1758.26,Shirt,Casual,Mid,Online,69.36
2024-07-28 00:00:00,20,143.36,115.05,2867.2,Pants,Sport,Premium,In-store,31.9
2024-05-28 00:00:00,2,65.29,40.08,130.58,Dress,Sport,Budget,In-store,75.07
2023-07-21 00:00:00,11,101.86,56.25,1120.46,Jacket,Formal,Budget,In-store,71.26
2024-09-26 00:00:00,17,101.82,53.73,1730.94,Pants,Sport,Premium,Online,18.46
2024-09-24 00:00:00,16,20.64,8.63,330.24,Dress,Formal,Premium,Online,16.18
2024-05-03 00:00:00,19,31.24,23.24,593.56,Dress,Casual,Premium,In-store,37.14
2023-11-14 00:00:00,8,40.78,22.65,326.24,Jacket,Sport,Premium,In-store,27.6
2024-12-24 00:00:00,1,144.9,102.53,144.9,Shirt,Formal,Mid,Online,82.02
2024-08-13 00:00:00,4,93.47,63.72,373.88,Pants,Formal,Budget,In-store,67.67
2023-11-16 00:00:00,19,31.28,24.47,594.32,Pants,Formal,Premium,In-store,72.1
2023-10-20 00:00:00,5,109.97,55.59,549.85,Shirt,Formal,Budget,In-store,18.48
2023-02-13 00:00:00,2,47.14,27.69,94.28,Dress,Formal,Budget,In-store,78.82
2023-06-20 00:00:00,17,43.34,21.57,736.78,Shirt,Casual,Premium,Online,70.06
2023-08-27 00:00:00,9,34.77,17.86,312.93,Pants,Sport,Premium,Online,6.55
2023-09-24 00:00:00,20,13.1,6.18,262,Jacket,Sport,Premium,Online,60.36
2023-07-19 00:00:00,12,69.3,39.9,831.6,Pants,Casual,Premium,In-store,52.32
2024-03-13 00:00:00,12,125.1,102.5,1501.2,Pants,Casual,Premium,Online,94.61
2023-05-22 00:00:00,8,94.15,72.89,753.2,Shirt,Sport,Mid,In-store,54.02
2023-11-17 00:00:00,1,52.35,37.97,52.35,Pants,Formal,Budget,Online,88.76
2024-11-11 00:00:00,9,103.6,77.63,932.4,Jacket,Casual,Mid,Online,30.69
2023-04-27 00:00:00,14,146.38,68.21,2049.32,Dress,Casual,Mid,In-store,6.53
2023-04-30 00:00:00,19,18.14,9.4,344.66,Shirt,Sport,Budget,In-store,92.55
2023-11-11 00:00:00,8,99.19,41.93,793.52,Jacket,Formal,Budget,In-store,40.78
2024-01-13 00:00:00,4,145.33,70.86,581.32,Pants,Sport,Premium,Online,85.83
2023-05-06 00:00:00,9,8.7,4.99,78.3,Pants,Casual,Budget,In-store,67.87
2023-09-19 00:00:00,6,53.91,32.36,323.46,Jacket,Casual,Budget,In-store,85.7
2024-04-19 00:00:00,12,75.64,60.9,907.68,Shirt,Formal,Premium,Online,95.43
2024-01-06 00:00:00,11,13.41,5.65,147.51,Shirt,Formal,Premium,In-store,19.91
2023-08-23 00:00:00,12,13.2,10.22,158.4,Pants,Casual,Premium,In-store,6.32
2024-06-11 00:00:00,19,7.92,4.55,150.48,Shirt,Casual,Mid,In-store,68.72
2023-02-23 00:00:00,10,41.81,27.21,418.1,Jacket,Formal,Budget,Online,61.07
2023-02-01 00:00:00,14,31.92,13.04,446.88,Shirt,Sport,Budget,Online,44.78
2024-09-10 00:00:00,14,13.68,7.3,191.52,Jacket,Casual,Budget,In-store,18.34
2024-11-12 00:00:00,8,63.54,34.75,508.32,Shirt,Casual,Mid,Online,40.26
2023-03-09 00:00:00,8,69.74,36.28,557.92,Dress,Casual,Budget,In-store,82.23
2023-08-17 00:00:00,19,55.51,24.9,1054.69,Pants,Sport,Premium,Online,38.08
2023-05-26 00:00:00,8,133.93,64.62,1071.44,Dress,Casual,Mid,Online,75.28
2024-07-21 00:00:00,2,76.31,35.63,152.62,Pants,Sport,Premium,In-store,98.22
2023-04-05 00:00:00,19,131.43,73.51,2497.17,Dress,Casual,Mid,In-store,36.24
2023-07-05 00:00:00,8,105.37,63.32,842.96,Dress,Sport,Premium,In-store,73.23
2024-02-20 00:00:00,5,129.65,102.62,648.25,Shirt,Formal,Mid,Online,68.28
2024-12-27 00:00:00,9,93.42,75.3,840.78,Pants,Casual,Premium,In-store,94.53
2023-11-06 00:00:00,10,8.98,4.67,89.8,Jacket,Sport,Budget,In-store,33.53
2023-01-13 00:00:00,13,78.48,56.83,1020.24,Shirt,Sport,Budget,In-store,91.23
2024-06-29 00:00:00,10,13.37,7.52,133.7,Dress,Sport,Premium,Online,63.83
2024-08-09 00:00:00,9,132.77,54.9,1194.93,Pants,Sport,Premium,Online,75.2
2024-10-27 00:00:00,13,117.73,86.83,1530.49,Jacket,Sport,Mid,Online,32.27
2024-11-29 00:00:00,4,51.4,31.01,205.6,Shirt,Sport,Budget,Online,30.17
2024-10-19 00:00:00,8,5.34,2.82,42.72,Dress,Formal,Mid,Online,10.18
2023-02-26 00:00:00,5,37.42,21.35,187.1,Dress,Casual,Budget,Online,61.99
2024-08-22 00:00:00,20,126.75,87.66,2535,Shirt,Sport,Budget,In-store,72.75
2024-08-28 00:00:00,16,85.07,59.09,1361.12,Shirt,Formal,Premium,In-store,7.04
2023-05-31 00:00:00,6,22.06,9.08,132.36,Dress,Formal,Premium,Online,86.42
2023-08-19 00:00:00,6,141.87,91.78,851.22,Pants,Sport,Mid,Online,48.44
2024-10-30 00:00:00,14,102.56,47.62,1435.84,Pants,Formal,Budget,Online,38.27
2024-06-08 00:00:00,14,57.51,44.02,805.14,Dress,Casual,Budget,In-store,12.46
2024-08-01 00:00:00,1,47.67,27.39,47.67,Jacket,Sport,Premium,Online,86.7
2024-04-30 00:00:00,5,75.13,40.46,375.65,Dress,Sport,Premium,In-store,89.06
2023-01-16 00:00:00,13,34.42,13.78,447.46,Shirt,Sport,Premium,Online,35.92
2023-01-11 00:00:00,6,31.31,21.22,187.86,Shirt,Formal,Budget,Online,98.66
2023-02-08 00:00:00,11,138.54,59.68,1523.94,Jacket,Casual,Mid,In-store,36.52
2024-12-03 00:00:00,12,73.5,56.79,882,Pants,Casual,Premium,Online,56.74
2024-05-02 00:00:00,20,71.04,32.49,1420.8,Jacket,Formal,Mid,In-store,52.73
2024-08-02 00:00:00,13,64.21,40.53,834.73,Pants,Casual,Premium,Online,92.94
2023-03-11 00:00:00,7,58.54,33.59,409.78,Pants,Formal,Premium,In-store,51.15
2024-07-08 00:00:00,20,98.75,44,1975,Shirt,Sport,Budget,Online,74.62
2023-03-15 00:00:00,2,30.89,14.83,61.78,Shirt,Casual,Budget,In-store,11.78
2024-08-30 00:00:00,15,118.55,50.56,1778.25,Pants,Sport,Premium,Online,85.16
2023-10-24 00:00:00,20,85.03,53.1,1700.6,Jacket,Casual,Budget,In-store,77.82
2024-05-27 00:00:00,9,70.96,44.21,638.64,Dress,Sport,Premium,In-store,54.36
2023-06-12 00:00:00,15,72.39,54.82,1085.85,Jacket,Formal,Premium,Online,48.83
2024-03-16 00:00:00,17,76.61,51.36,1302.37,Shirt,Sport,Premium,Online,90.12
2024-04-27 00:00:00,10,132.59,94.99,1325.9,Dress,Casual,Premium,Online,41.24
2024-12-02 00:00:00,7,19.18,10.09,134.26,Pants,Formal,Mid,Online,50.79
2024-03-27 00:00:00,13,118.3,72.91,1537.9,Jacket,Formal,Mid,Online,21.32
2024-04-01 00:00:00,14,146.71,87.28,2053.94,Jacket,Sport,Budget,Online,74.11
2023-03-07 00:00:00,10,12.59,7.96,125.9,Dress,Casual,Budget,In-store,54.67
2024-05-16 00:00:00,19,42.18,31.01,801.42,Jacket,Casual,Budget,In-store,42.52
2024-01-24 00:00:00,9,29.86,23.3,268.74,Shirt,Casual,Premium,Online,63.03
2023-11-04 00:00:00,6,81.7,59.11,490.2,Jacket,Sport,Mid,Online,9.11
2023-02-15 00:00:00,10,33.77,20.37,337.7,Dress,Casual,Budget,Online,21.07
2024-12-08 00:00:00,10,37.24,17.53,372.4,Pants,Sport,Premium,Online,54.24
2024-01-18 00:00:00,11,5.39,2.58,59.29,Shirt,Casual,Mid,In-store,10.61
2024-05-24 00:00:00,3,22.12,9.4,66.36,Pants,Casual,Budget,Online,75.78
2023-10-11 00:00:00,11,104.91,54.8,1154.01,Shirt,Formal,Mid,In-store,79.67
2024-11-13 00:00:00,13,141.24,114.12,1836.12,Shirt,Formal,Budget,In-store,49.82
2024-01-27 00:00:00,12,69.06,44.36,828.72,Dress,Formal,Budget,Online,21.52
2024-08-09 00:00:00,4,108.94,62.14,435.76,Dress,Sport,Mid,Online,57.25
2024-12-01 00:00:00,6,105.7,54.55,634.2,Jacket,Casual,Mid,In-store,49.13
2024-10-24 00:00:00,15,90.91,75.75,1363.65,Shirt,Formal,Premium,Online,9
2023-10-03 00:00:00,19,56.96,25.04,1082.24,Pants,Formal,Budget,Online,32.91
2024-12-16 00:00:00,14,131.87,94.71,1846.18,Dress,Casual,Budget,Online,11.38
2024-01-21 00:00:00,14,104.95,56.28,1469.3,Pants,Casual,Budget,Online,54.26
2024-03-11 00:00:00,18,59.97,48.48,1079.46,Dress,Sport,Budget,In-store,46
2023-06-10 00:00:00,9,84.48,59.81,760.32,Dress,Formal,Mid,Online,30.28
2023-12-05 00:00:00,7,50.87,26.27,356.09,Jacket,Casual,Premium,In-store,66.52
2023-10-05 00:00:00,17,129.01,86.81,2193.17,Jacket,Formal,Budget,Online,87.36
2024-04-27 00:00:00,16,29.1,20.85,465.6,Jacket,Casual,Budget,Online,31.41
2024-04-21 00:00:00,9,63.39,40.43,570.51,Shirt,Formal,Budget,In-store,13.07
2023-04-21 00:00:00,17,50.28,27.67,854.76,Shirt,Sport,Mid,Online,76.23
2023-09-27 00:00:00,17,58.44,36.95,993.48,Dress,Casual,Premium,In-store,97.99
2024-09-27 00:00:00,19,46.12,22.36,876.28,Shirt,Casual,Premium,In-store,75.64
2024-12-30 00:00:00,6,77.13,35.21,462.78,Shirt,Sport,Mid,In-store,90.99
2024-06-15 00:00:00,18,137.69,95.32,2478.42,Dress,Casual,Premium,Online,18.45
2023-06-10 00:00:00,17,61.92,48.19,1052.64,Dress,Sport,Premium,In-store,47.06
2023-02-17 00:00:00,14,126.89,99.11,1776.46,Jacket,Formal,Budget,In-store,24.02
2023-11-29 00:00:00,11,66.43,47.19,730.73,Pants,Sport,Budget,In-store,5.87
2023-09-29 00:00:00,13,82.23,53.72,1068.99,Jacket,Casual,Budget,In-store,47.33
2024-04-23 00:00:00,20,124.14,78.56,2482.8,Pants,Casual,Budget,Online,74.56
2024-01-20 00:00:00,18,90.66,45.07,1631.88,Dress,Formal,Premium,In-store,65.77
2024-12-13 00:00:00,2,68.73,40.96,137.46,Dress,Casual,Premium,In-store,19.09
2024-03-24 00:00:00,15,95.22,78.73,1428.3,Pants,Casual,Budget,In-store,12.74
2024-12-23 00:00:00,11,105.82,54.91,1164.02,Shirt,Formal,Mid,Online,5.58
2024-06-06 00:00:00,10,75.04,47.12,750.4,Jacket,Sport,Budget,In-store,13.58
2024-12-15 00:00:00,5,13.23,10.1,66.15,Dress,Sport,Premium,In-store,22.48
2023-11-29 00:00:00,14,98.52,59.21,1379.28,Shirt,Sport,Premium,In-store,15.11
2023-06-18 00:00:00,13,107.25,85.59,1394.25,Pants,Sport,Premium,Online,24.85
2024-11-30 00:00:00,18,128.83,60.32,2318.94,Jacket,Formal,Mid,In-store,11.02
2024-03-21 00:00:00,1,116.91,77.15,116.91,Pants,Formal,Budget,In-store,36.88
